Gm#,Date,Tm,Home/Road,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Season,Time_minutes
3,"Saturday, Mar 31",HOU,@,TEX,W,9,3,9.0,2-1,1,Tied,McCullers,Moore,,3:19,D,36892,1.07,+,2018,199
4,"Sunday, Apr 1",HOU,@,TEX,W,8,2,9.0,3-1,1,Tied,Cole,Minor,,3:13,D,26758,1.14,++,2018,193
5,"Monday, Apr 2",HOU,vs,BAL,W,6,1,9.0,4-1,1,+ 1.0,Morton,Tillman,,2:52,N,42675,1.07,+++,2018,172
6,"Tuesday, Apr 3",HOU,vs,BAL,W,10,6,9.0,5-1,1,+ 1.0,Rondón,Araújo,,3:19,N,40081,1.08,++++,2018,199
7,"Wednesday, Apr 4",HOU,vs,BAL,W,3,2,9.0,6-1,1,+ 1.0,Peacock,Castro,,2:42,D,27698,1.11,+++++,2018,162
8,"Friday, Apr 6",HOU,vs,SDP,L,1,4,9.0,6-2,1,Tied,Perdomo,McCullers,Hand,3:11,N,41138,1.10,-,2018,191
9,"Saturday, Apr 7",HOU,vs,SDP,W*,1,0,10.0,7-2,1,+ 1.0,Devenski,Erlin,,3:27,N,42306,1.08,+,2018,207
10,"Sunday, Apr 8",HOU,vs,SDP,W,4,1,9.0,8-2,1,+ 1.0,Morton,Ross,Peacock,2:25,D,37093,1.10,++,2018,145
11,"Monday, Apr 9",HOU,@,MIN,W,2,0,9.0,9-2,1,+ 1.0,Verlander,Rogers,Giles,3:28,N,15521,1.17,+++,2018,208
12,"Tuesday, Apr 10",HOU,@,MIN,L,1,4,9.0,9-3,1,Tied,Odorizzi,Keuchel,Rodney,3:21,N,15500,1.15,-,2018,201
13,"Wednesday, Apr 11",HOU,@,MIN,L*,8,9,9.0,9-4,2,1.0,Rodney,Peacock,,3:35,D,15438,1.14,--,2018,215
14,"Friday, Apr 13",HOU,vs,TEX,W,3,2,9.0,10-4,2,1.5,Smith,Jepsen,Devenski,2:50,N,32129,1.17,+,2018,170
15,"Saturday, Apr 14",HOU,vs,TEX,L,5,6,10.0,10-5,2,2.5,Kela,Harris,Claudio,3:26,D,40679,1.18,-,2018,206
16,"Sunday, Apr 15",HOU,vs,TEX,L,1,3,10.0,10-6,2,3.0,Kela,Rondón,Diekman,3:06,N,31803,1.14,--,2018,186
17,"Monday, Apr 16",HOU,@,SEA,L,1,2,9.0,10-7,3,3.5,Paxton,Keuchel,Díaz,2:21,N,12923,1.21,---,2018,141
18,"Tuesday, Apr 17",HOU,@,SEA,W,4,1,9.0,11-7,2,2.5,McCullers,Altavilla,Devenski,2:48,N,15382,1.19,+,2018,168
19,"Wednesday, Apr 18",HOU,@,SEA,W,7,1,9.0,12-7,2,1.5,Cole,Leake,,2:45,N,14643,1.24,++,2018,165
20,"Thursday, Apr 19",HOU,@,SEA,W,9,2,9.0,13-7,2,0.5,Morton,Gonzales,,3:02,D,16927,1.29,+++,2018,182
21,"Friday, Apr 20",HOU,@,CHW,W,10,0,9.0,14-7,1,+ 0.5,Verlander,Shields,,3:04,N,14211,1.17,++++,2018,184
22,"Saturday, Apr 21",HOU,@,CHW,W,10,1,9.0,15-7,1,+ 0.5,Keuchel,Giolito,,3:13,N,23902,1.20,+++++,2018,193
23,"Sunday, Apr 22",HOU,@,CHW,W,7,1,9.0,16-7,1,+ 1.5,McCullers,Bummer,,3:20,D,17167,1.16,++++++,2018,200
24,"Monday, Apr 23",HOU,vs,LAA,L,0,2,9.0,16-8,1,+ 0.5,Skaggs,Cole,Middleton,2:59,N,29606,1.52,-,2018,179
25,"Tuesday, Apr 24",HOU,vs,LAA,L,7,8,9.0,16-9,2,0.5,Johnson,Smith,Bedrosian,3:48,N,36457,1.49,--,2018,228
26,"Wednesday, Apr 25",HOU,vs,LAA,W,5,2,9.0,17-9,1,+ 0.5,Verlander,Tropeano,Giles,2:44,D,29777,1.46,+,2018,164
27,"Friday, Apr 27",HOU,vs,OAK,L,1,8,9.0,17-10,1,+ 0.5,Manaea,Keuchel,,2:30,N,32636,1.40,-,2018,150
28,"Saturday, Apr 28",HOU,vs,OAK,W,11,0,9.0,18-10,1,+ 1.5,McCullers,Mengden,,3:14,N,41493,1.39,+,2018,194
29,"Sunday, Apr 29",HOU,vs,OAK,W,8,4,9.0,19-10,1,+ 2.0,Harris,Cahill,,2:46,D,39131,1.41,++,2018,166
30,"Monday, Apr 30",HOU,vs,NYY,W,2,1,9.0,20-10,1,+ 2.5,Morton,Gray,Giles,2:31,N,30061,1.29,+++,2018,151
31,"Tuesday, May 1",HOU,vs,NYY,L,0,4,9.0,20-11,1,+ 1.5,Robertson,Giles,,2:57,N,34386,1.26,-,2018,177
32,"Wednesday, May 2",HOU,vs,NYY,L,0,4,9.0,20-12,1,+ 1.0,Severino,Keuchel,,2:31,N,31617,1.27,--,2018,151
33,"Thursday, May 3",HOU,vs,NYY,L,5,6,9.0,20-13,1,Tied,Shreve,Harris,Chapman,3:11,D,34838,1.28,---,2018,191
34,"Friday, May 4",HOU,@,ARI,W,8,0,9.0,21-13,1,Tied,Cole,Medlen,,2:50,N,29463,1.14,+,2018,170
35,"Saturday, May 5",HOU,@,ARI,L*,3,4,9.0,21-14,1,Tied,Boxberger,Devenski,,3:34,N,39154,1.18,-,2018,214
36,"Sunday, May 6",HOU,@,ARI,L,1,3,9.0,21-15,2,1.0,Koch,Verlander,Boxberger,2:55,D,35632,1.18,--,2018,175
37,"Monday, May 7",HOU,@,OAK,W,16,2,9.0,22-15,2,0.5,Keuchel,Anderson,,2:57,N,7360,1.37,+,2018,177
38,"Tuesday, May 8",HOU,@,OAK,W,4,2,9.0,23-15,1,+ 0.5,McCullers,Manaea,Giles,2:46,N,9675,1.35,++,2018,166
39,"Wednesday, May 9",HOU,@,OAK,W,4,1,9.0,24-15,1,+ 0.5,Cole,Mengden,Giles,2:43,D,18044,1.38,+++,2018,163
40,"Friday, May 11",HOU,vs,TEX,L,0,1,9.0,24-16,1,Tied,Hamels,Verlander,Kela,3:08,N,34297,1.29,-,2018,188
41,"Saturday, May 12",HOU,vs,TEX,W,6,1,9.0,25-16,1,+ 1.0,Morton,Fister,,2:37,N,36482,1.27,+,2018,157
42,"Sunday, May 13",HOU,vs,TEX,W,6,1,9.0,26-16,1,+ 1.0,Keuchel,Moore,,2:52,D,39405,1.30,++,2018,172
43,"Monday, May 14",HOU,@,LAA,L,1,2,9.0,26-17,1,Tied,Heaney,McCullers,Anderson,2:27,N,28229,1.61,-,2018,147
44,"Tuesday, May 15",HOU,@,LAA,W,5,3,9.0,27-17,1,+ 1.0,McHugh,Alvarez,Giles,3:18,N,28358,1.57,+,2018,198
45,"Wednesday, May 16",HOU,@,LAA,W,2,0,9.0,28-17,1,+ 2.0,Verlander,Richards,,2:39,N,28078,1.59,++,2018,159
46,"Friday, May 18",HOU,vs,CLE,W,4,1,9.0,29-17,1,+ 3.0,Morton,Clevinger,Giles,2:50,N,35959,1.29,+++,2018,170
47,"Saturday, May 19",HOU,vs,CLE,L,4,5,9.0,29-18,1,+ 2.0,Kluber,Keuchel,Allen,3:09,D,39926,1.29,-,2018,189
48,"Sunday, May 20",HOU,vs,CLE,W,3,1,9.0,30-18,1,+ 2.0,McCullers,Carrasco,Giles,2:48,N,30770,1.30,+,2018,168
49,"Tuesday, May 22",HOU,vs,SFG,W,11,2,9.0,31-18,1,+ 2.0,Cole,Suárez,,3:05,N,35638,1.29,++,2018,185
50,"Wednesday, May 23",HOU,vs,SFG,W,4,1,9.0,32-18,1,+ 2.0,Verlander,Samardzija,Giles,2:56,D,31929,1.26,+++,2018,176
51,"Thursday, May 24",HOU,@,CLE,W,8,2,9.0,33-18,1,+ 3.0,Morton,Clevinger,,2:56,N,19660,1.26,++++,2018,176
52,"Friday, May 25",HOU,@,CLE,W,11,2,9.0,34-18,1,+ 3.0,Smith,Miller,,3:41,N,29431,1.25,+++++,2018,221
53,"Saturday, May 26",HOU,@,CLE,L,6,8,9.0,34-19,1,+ 2.0,Carrasco,McCullers,Allen,3:28,N,30639,1.23,-,2018,208
54,"Sunday, May 27",HOU,@,CLE,L*,9,10,14.0,34-20,1,+ 1.0,Otero,Peacock,,4:53,D,27765,1.26,--,2018,293
55,"Monday, May 28",HOU,@,NYY,W,5,1,9.0,35-20,1,+ 1.0,Verlander,Germán,,3:14,D,46583,1.33,+,2018,194
56,"Tuesday, May 29",HOU,@,NYY,L*,5,6,10.0,35-21,1,+ 1.0,Chapman,Peacock,,3:47,N,45458,1.38,-,2018,227
57,"Wednesday, May 30",HOU,@,NYY,L,3,5,9.0,35-22,1,+ 1.0,Severino,Keuchel,Chapman,2:47,N,45229,1.32,--,2018,167
58,"Thursday, May 31",HOU,vs,BOS,W,4,2,9.0,36-22,1,+ 1.0,McCullers,Pomeranz,Giles,2:57,N,30658,1.36,+,2018,177
59,"Friday, Jun 1",HOU,vs,BOS,W,7,3,9.0,37-22,1,+ 1.0,Cole,Sale,,2:55,N,37244,1.34,++,2018,175
60,"Saturday, Jun 2",HOU,vs,BOS,L,4,5,9.0,37-23,1,Tied,Price,Harris,Kimbrel,3:41,N,38640,1.34,-,2018,221
61,"Sunday, Jun 3",HOU,vs,BOS,L,3,9,9.0,37-24,2,1.0,Porcello,Morton,,3:25,N,33431,1.33,--,2018,205
62,"Tuesday, Jun 5",HOU,vs,SEA,L,1,7,9.0,37-25,2,2.0,Paxton,Keuchel,,2:29,N,35646,1.76,---,2018,149
63,"Wednesday, Jun 6",HOU,vs,SEA,W,7,5,9.0,38-25,2,1.0,Devenski,Nicasio,Rondón,3:14,N,30361,1.75,+,2018,194
64,"Thursday, Jun 7",HOU,@,TEX,W,5,2,9.0,39-25,2,1.0,Cole,Hamels,,2:36,N,30236,1.31,++,2018,156
65,"Friday, Jun 8",HOU,@,TEX,W,7,3,9.0,40-25,2,1.0,Verlander,Fister,,3:02,N,31722,1.29,+++,2018,182
66,"Saturday, Jun 9",HOU,@,TEX,W,4,3,9.0,41-25,1,Tied,Sipp,Leclerc,Rondón,3:31,N,38068,1.28,++++,2018,211
67,"Sunday, Jun 10",HOU,@,TEX,W,8,7,9.0,42-25,1,Tied,Harris,Kela,Rondón,3:09,D,30251,1.28,+++++,2018,189
68,"Tuesday, Jun 12",HOU,@,OAK,W,6,3,9.0,43-25,2,0.5,McCullers,Mengden,Giles,2:57,N,11742,1.42,++++++,2018,177
69,"Wednesday, Jun 13",HOU,@,OAK,W,13,5,9.0,44-25,2,0.5,Cole,Blackburn,,3:04,N,9164,1.35,+++++++,2018,184
70,"Thursday, Jun 14",HOU,@,OAK,W,7,3,9.0,45-25,1,+ 0.5,Verlander,Montas,,2:45,D,13009,1.30,++++++++,2018,165
71,"Friday, Jun 15",HOU,@,KCR,W,7,3,9.0,46-25,1,+ 0.5,Morton,Junis,,2:49,N,27603,1.14,+++++++++,2018,169
72,"Saturday, Jun 16",HOU,@,KCR,W,10,2,9.0,47-25,1,+ 0.5,Keuchel,Duffy,,2:46,D,20657,1.11,++++++++++,2018,166
73,"Sunday, Jun 17",HOU,@,KCR,W,7,4,9.0,48-25,1,+ 1.5,Sipp,Maurer,Rondón,2:46,D,22326,1.06,+++++++++++,2018,166
74,"Monday, Jun 18",HOU,vs,TBR,W*,5,4,9.0,49-25,1,+ 2.0,McHugh,Romo,,2:57,N,34151,1.04,++++++++++++,2018,177
75,"Tuesday, Jun 19",HOU,vs,TBR,L,1,2,9.0,49-26,1,+ 2.0,Snell,Rondón,Romo,3:19,N,37414,.98,-,2018,199
76,"Wednesday, Jun 20",HOU,vs,TBR,W,5,1,9.0,50-26,1,+ 3.0,Morton,Eovaldi,,2:32,N,43409,1.06,+,2018,152
77,"Friday, Jun 22",HOU,vs,KCR,L,0,1,9.0,50-27,1,+ 3.5,Grimm,Giles,Hill,3:09,N,39357,1.04,-,2018,189
78,"Saturday, Jun 23",HOU,vs,KCR,W*,4,3,12.0,51-27,1,+ 3.5,McHugh,Grimm,,3:55,N,40028,1.03,+,2018,235
79,"Sunday, Jun 24",HOU,vs,KCR,W,11,3,9.0,52-27,1,+ 4.5,Cole,Hammel,,3:04,D,41823,1.02,++,2018,184
80,"Monday, Jun 25",HOU,vs,TOR,L,3,6,9.0,52-28,1,+ 3.5,Happ,Verlander,Oh,3:10,N,28791,.91,-,2018,190
81,"Tuesday, Jun 26",HOU,vs,TOR,W,7,0,9.0,53-28,1,+ 3.5,Morton,Borucki,,2:42,N,38700,1.04,+,2018,162
82,"Wednesday, Jun 27",HOU,vs,TOR,W*,7,6,9.0,54-28,1,+ 3.5,Harris,Tepera,,2:55,D,39191,.96,++,2018,175
83,"Thursday, Jun 28",HOU,@,TBR,W,1,0,9.0,55-28,1,+ 3.5,McCullers,Yarbrough,Rondón,2:53,N,12305,.99,+++,2018,173
84,"Friday, Jun 29",HOU,@,TBR,L,2,3,9.0,55-29,1,+ 2.5,Font,Cole,Alvarado,2:35,N,15797,.91,-,2018,155
85,"Saturday, Jun 30",HOU,@,TBR,L,2,5,9.0,55-30,1,+ 1.5,Nuño,Verlander,Romo,2:39,D,18378,1.02,--,2018,159
86,"Sunday, Jul 1",HOU,@,TBR,L,2,3,9.0,55-31,1,+ 0.5,Snell,Morton,Romo,2:36,D,19334,1.15,---,2018,156
87,"Tuesday, Jul 3",HOU,@,TEX,W,5,3,9.0,56-31,1,+ 0.5,Keuchel,Bibens-Dirkx,Rondón,3:27,N,40165,1.10,+,2018,207
88,"Wednesday, Jul 4",HOU,@,TEX,W,5,4,10.0,57-31,1,+ 1.5,McHugh,Martin,Giles,3:33,N,43592,1.10,++,2018,213
89,"Thursday, Jul 5",HOU,vs,CHW,W*,4,3,9.0,58-31,1,+ 1.5,Smith,Soria,,3:05,N,34955,1.06,+++,2018,185
90,"Friday, Jul 6",HOU,vs,CHW,W,11,4,9.0,59-31,1,+ 2.5,McCullers,López,Peacock,2:55,N,38153,1.02,++++,2018,175
91,"Saturday, Jul 7",HOU,vs,CHW,W,12,6,9.0,60-31,1,+ 3.5,Morton,Shields,,3:19,D,39568,.94,+++++,2018,199
92,"Sunday, Jul 8",HOU,vs,CHW,W,2,1,9.0,61-31,1,+ 3.5,Keuchel,Giolito,Rondón,2:28,D,41654,.89,++++++,2018,148
93,"Monday, Jul 9",HOU,vs,OAK,L,0,2,9.0,61-32,1,+ 3.0,Montas,Peacock,Treinen,2:56,N,28301,1.07,-,2018,176
94,"Tuesday, Jul 10",HOU,vs,OAK,W*,6,5,11.0,62-32,1,+ 4.0,McHugh,Treinen,,4:03,N,34585,1.19,+,2018,243
95,"Wednesday, Jul 11",HOU,vs,OAK,L,3,8,9.0,62-33,1,+ 3.0,Bassitt,McCullers,,3:13,N,41119,1.07,-,2018,193
96,"Thursday, Jul 12",HOU,vs,OAK,L,4,6,9.0,62-34,1,+ 3.0,Petit,Devenski,Trivino,3:21,D,38900,1.22,--,2018,201
97,"Friday, Jul 13",HOU,vs,DET,W,3,0,9.0,63-34,1,+ 4.0,Keuchel,Fiers,Rondón,2:44,N,38843,1.10,+,2018,164
98,"Saturday, Jul 14",HOU,vs,DET,W,9,1,9.0,64-34,1,+ 5.0,Cole,Fulmer,,2:42,D,40405,.97,++,2018,162
99,"Sunday, Jul 15",HOU,vs,DET,L,3,6,9.0,64-35,1,+ 5.0,VerHagen,Verlander,,2:28,D,39455,.92,-,2018,148
100,"Friday, Jul 20",HOU,@,LAA,W,3,1,9.0,65-35,1,+ 5.0,Keuchel,Skaggs,Rondón,2:47,N,42422,1.01,+,2018,167
101,"Saturday, Jul 21",HOU,@,LAA,W,7,0,9.0,66-35,1,+ 6.0,Verlander,Tropeano,,3:20,D,44264,.89,++,2018,200
102,"Sunday, Jul 22",HOU,@,LAA,L,5,14,9.0,66-36,1,+ 5.0,Heaney,McCullers,,3:41,D,35298,.82,-,2018,221
103,"Tuesday, Jul 24",HOU,@,COL,W,8,2,10.0,67-36,1,+ 6.0,Rondón,Davis,,3:12,N,43184,.93,+,2018,192
104,"Wednesday, Jul 25",HOU,@,COL,L*,2,3,9.0,67-37,1,+ 5.0,Davis,McHugh,,2:56,N,40948,.86,-,2018,176
105,"Friday, Jul 27",HOU,vs,TEX,L,2,11,9.0,67-38,1,+ 5.0,Gallardo,Keuchel,,3:23,N,42592,1.06,--,2018,203
106,"Saturday, Jul 28",HOU,vs,TEX,L,3,7,9.0,67-39,1,+ 5.0,Jurado,Verlander,,2:44,N,43093,1.06,---,2018,164
107,"Sunday, Jul 29",HOU,vs,TEX,L,3,4,9.0,67-40,1,+ 4.0,Minor,McCullers,Kela,3:01,D,40560,1.12,----,2018,181
108,"Monday, Jul 30",HOU,@,SEA,L,0,2,9.0,67-41,1,+ 3.0,Paxton,Cole,Díaz,2:19,N,35198,1.78,-----,2018,139
109,"Tuesday, Jul 31",HOU,@,SEA,W,5,2,9.0,68-41,1,+ 4.0,Morton,Leake,Rondón,3:09,N,28478,1.93,+,2018,189
110,"Wednesday, Aug 1",HOU,@,SEA,W,8,3,9.0,69-41,1,+ 5.0,Keuchel,LeBlanc,,3:02,D,34575,1.82,++,2018,182
111,"Friday, Aug 3",HOU,@,LAD,W,2,1,9.0,70-41,1,+ 5.0,Verlander,Wood,Rondón,2:59,N,53598,1.10,+++,2018,179
112,"Saturday, Aug 4",HOU,@,LAD,W,14,0,9.0,71-41,1,+ 5.0,Peacock,Maeda,,3:37,N,53119,1.00,++++,2018,217
113,"Sunday, Aug 5",HOU,@,LAD,L,2,3,9.0,71-42,1,+ 4.0,Buehler,Cole,Jansen,2:54,D,50628,.91,-,2018,174
114,"Monday, Aug 6",HOU,@,SFG,W,3,1,9.0,72-42,1,+ 4.5,Osuna,Smith,Rondón,2:26,N,40251,1.05,+,2018,146
115,"Tuesday, Aug 7",HOU,@,SFG,W,2,1,9.0,73-42,1,+ 5.5,Smith,Black,Rondón,3:02,D,41613,.98,++,2018,182
116,"Thursday, Aug 9",HOU,vs,SEA,L,6,8,9.0,73-43,1,+ 4.5,Paxton,Verlander,Díaz,3:36,N,34976,1.10,-,2018,216
117,"Friday, Aug 10",HOU,vs,SEA,L,2,5,9.0,73-44,1,+ 4.5,Warren,Cole,Díaz,2:48,N,41236,1.31,--,2018,168
118,"Saturday, Aug 11",HOU,vs,SEA,L,2,3,9.0,73-45,1,+ 3.5,LeBlanc,Morton,Díaz,2:56,N,38888,1.52,---,2018,176
119,"Sunday, Aug 12",HOU,vs,SEA,L,3,4,10.0,73-46,1,+ 2.5,Duke,Osuna,Díaz,3:10,D,40048,1.83,----,2018,190
120,"Tuesday, Aug 14",HOU,vs,COL,L,1,5,9.0,73-47,1,+ 1.0,Márquez,Verlander,,3:08,N,35813,1.49,-----,2018,188
121,"Wednesday, Aug 15",HOU,vs,COL,W,12,1,9.0,74-47,1,+ 2.0,Cole,Anderson,,2:43,N,29967,1.52,+,2018,163
122,"Friday, Aug 17",HOU,@,OAK,L*,3,4,10.0,74-48,1,+ 1.0,Treinen,Sipp,,3:33,N,23535,2.36,-,2018,213
123,"Saturday, Aug 18",HOU,@,OAK,L,1,7,9.0,74-49,1,Tied,Cahill,Keuchel,,2:33,D,32204,2.49,--,2018,153
124,"Sunday, Aug 19",HOU,@,OAK,W,9,4,9.0,75-49,1,+ 1.0,Verlander,Manaea,,3:07,D,29143,2.64,+,2018,187
125,"Monday, Aug 20",HOU,@,SEA,L,4,7,9.0,75-50,1,Tied,Colomé,McHugh,Díaz,3:05,N,27072,2.16,-,2018,185
126,"Tuesday, Aug 21",HOU,@,SEA,W,3,2,9.0,76-50,1,Tied,Valdez,Detwiler,Rondón,2:56,N,25415,2.31,+,2018,176
127,"Wednesday, Aug 22",HOU,@,SEA,W,10,7,9.0,77-50,1,+ 1.0,Morton,Gonzales,Osuna,3:13,D,31062,2.13,++,2018,193
128,"Friday, Aug 24",HOU,@,LAA,W,9,3,9.0,78-50,1,+ 1.5,Keuchel,Heaney,,3:04,N,42788,1.48,+++,2018,184
129,"Saturday, Aug 25",HOU,@,LAA,W,8,3,9.0,79-50,1,+ 1.5,Verlander,Barria,,3:26,N,41654,1.46,++++,2018,206
130,"Sunday, Aug 26",HOU,@,LAA,W,3,1,9.0,80-50,1,+ 1.5,Valdez,Peña,Osuna,2:54,D,37530,1.45,+++++,2018,174
131,"Monday, Aug 27",HOU,vs,OAK,W,11,4,9.0,81-50,1,+ 2.5,Cole,Anderson,,3:16,N,43171,2.41,++++++,2018,196
132,"Tuesday, Aug 28",HOU,vs,OAK,L,3,4,9.0,81-51,1,+ 1.5,Familia,Osuna,Treinen,3:21,N,33136,2.20,-,2018,201
133,"Wednesday, Aug 29",HOU,vs,OAK,W*,5,4,9.0,82-51,1,+ 2.5,Osuna,Familia,,3:27,D,32926,2.59,+,2018,207
134,"Thursday, Aug 30",HOU,vs,LAA,L,2,5,9.0,82-52,1,+ 2.5,Heaney,Verlander,,3:20,N,30371,1.24,-,2018,200
135,"Friday, Aug 31",HOU,vs,LAA,L,0,3,9.0,82-53,1,+ 1.5,Barria,Valdez,Parker,3:18,N,35675,1.30,--,2018,198
136,"Saturday, Sep 1",HOU,vs,LAA,W,7,3,9.0,83-53,1,+ 2.5,Smith,Bedrosian,,3:16,N,41622,1.57,+,2018,196
137,"Sunday, Sep 2",HOU,vs,LAA,W,4,2,9.0,84-53,1,+ 2.5,Cole,Ohtani,Osuna,3:40,N,41506,1.35,++,2018,220
138,"Monday, Sep 3",HOU,vs,MIN,W,4,1,9.0,85-53,1,+ 2.5,Keuchel,Gibson,Peacock,2:59,D,39559,1.24,+++,2018,179
139,"Tuesday, Sep 4",HOU,vs,MIN,W,5,2,9.0,86-53,1,+ 3.5,Verlander,May,Osuna,2:58,N,31315,1.21,++++,2018,178
140,"Wednesday, Sep 5",HOU,vs,MIN,W,9,1,9.0,87-53,1,+ 3.5,Valdez,Odorizzi,,3:21,N,31011,.94,+++++,2018,201
141,"Friday, Sep 7",HOU,@,BOS,W,6,3,9.0,88-53,1,+ 3.5,Pressly,Kelly,Osuna,3:38,N,36930,.92,++++++,2018,218
142,"Saturday, Sep 8",HOU,@,BOS,W,5,3,9.0,89-53,1,+ 3.5,Morton,Rodriguez,Osuna,3:25,D,36684,.84,+++++++,2018,205
143,"Sunday, Sep 9",HOU,@,BOS,L*,5,6,9.0,89-54,1,+ 2.5,Kimbrel,Rondón,,3:35,N,32787,.85,-,2018,215
144,"Monday, Sep 10",HOU,@,DET,W,3,2,9.0,90-54,1,+ 3.0,Verlander,Liriano,Osuna,2:42,N,19711,1.12,+,2018,162
145,"Tuesday, Sep 11",HOU,@,DET,W,5,4,9.0,91-54,1,+ 3.0,Harris,Zimmermann,Osuna,3:29,N,19432,.92,++,2018,209
146,"Wednesday, Sep 12",HOU,@,DET,W,5,4,9.0,92-54,1,+ 3.0,Cole,Norris,Pressly,3:09,D,22666,.92,+++,2018,189
147,"Friday, Sep 14",HOU,vs,ARI,L,2,4,9.0,92-55,1,+ 2.5,Ziegler,Rondón,Hirano,3:36,N,36924,.75,-,2018,216
148,"Saturday, Sep 15",HOU,vs,ARI,W,10,4,9.0,93-55,1,+ 3.5,Morton,Godley,,3:17,N,38345,1.15,+,2018,197
149,"Sunday, Sep 16",HOU,vs,ARI,W,5,4,9.0,94-55,1,+ 4.5,Verlander,Greinke,Osuna,3:09,D,37889,.76,++,2018,189
150,"Monday, Sep 17",HOU,vs,SEA,L,1,4,9.0,94-56,1,+ 4.0,Cook,Rondón,Díaz,3:02,N,43144,.41,-,2018,182
151,"Tuesday, Sep 18",HOU,vs,SEA,W,7,0,9.0,95-56,1,+ 5.0,James,Leake,,2:55,N,35715,.56,+,2018,175
152,"Wednesday, Sep 19",HOU,vs,SEA,L,0,9,9.0,95-57,1,+ 4.0,Lawrence,Keuchel,,2:47,N,31229,.24,-,2018,167
153,"Friday, Sep 21",HOU,vs,LAA,W,11,3,9.0,96-57,1,+ 3.5,Cole,Heaney,,2:56,N,39977,.63,+,2018,176
154,"Saturday, Sep 22",HOU,vs,LAA,W,10,5,9.0,97-57,1,+ 3.5,McHugh,Buttrey,,4:04,N,41822,.59,++,2018,244
155,"Sunday, Sep 23",HOU,vs,LAA,W,6,2,9.0,98-57,1,+ 4.5,Valdez,Skaggs,,3:11,D,43247,.54,+++,2018,191
156,"Monday, Sep 24",HOU,@,TOR,W,5,3,9.0,99-57,1,+ 4.5,Keuchel,Estrada,Osuna,3:12,N,23463,.11,++++,2018,192
157,"Tuesday, Sep 25",HOU,@,TOR,W,4,1,9.0,100-57,1,+ 5.5,James,Gaviglio,Osuna,3:00,N,28440,.07,+++++,2018,180
158,"Wednesday, Sep 26",HOU,@,TOR,L,1,3,9.0,100-58,1,+ 4.5,Biagini,Devenski,Giles,2:27,D,22828,.00,-,2018,147
159,"Friday, Sep 28",HOU,@,BAL,W,2,1,9.0,101-58,1,+ 5.5,Sipp,Scott,Osuna,2:39,N,18434,.00,+,2018,159
160,"Saturday, Sep 29(1)",HOU,@,BAL,W,4,3,9.0,102-58,1,+ 6.0,Harris,Gilmartin,Rondón,2:58,D,,.00,++,2018,178
161,"Saturday, Sep 29(2)",HOU,@,BAL,W,5,2,9.0,103-58,1,+ 6.0,Peacock,Ramírez,Pressly,2:53,N,26020,.00,+++,2018,173
162,"Sunday, Sep 30",HOU,@,BAL,L,0,4,9.0,103-59,1,+ 6.0,Fry,Peacock,,2:23,D,24916,.00,-,2018,143
1,"Monday, Apr 3",HOU,vs,SEA,W,3,0,9.0,1-0,1,Tied,Keuchel,Hernández,Giles,2:29,N,41678,1.07,+,2017,149
2,"Tuesday, Apr 4",HOU,vs,SEA,W,2,1,9.0,2-0,1,+ 1.0,McCullers,Iwakuma,Giles,2:41,N,21406,1.12,++,2017,161
3,"Wednesday, Apr 5",HOU,vs,SEA,W*,5,3,13.0,3-0,1,+ 1.0,Peacock,De Jong,,4:25,N,20303,1.17,+++,2017,265
4,"Thursday, Apr 6",HOU,vs,SEA,L,2,4,9.0,3-1,1,+ 1.0,Altavilla,Giles,Díaz,2:57,N,18362,1.22,-,2017,177
5,"Friday, Apr 7",HOU,vs,KCR,L,1,5,9.0,3-2,1,Tied,Vargas,Fiers,,3:12,N,30491,1.02,--,2017,192
6,"Saturday, Apr 8",HOU,vs,KCR,L,3,7,9.0,3-3,2,1.0,Duffy,Gregerson,,2:42,N,35373,1.05,---,2017,162
7,"Sunday, Apr 9",HOU,vs,KCR,W*,5,4,12.0,4-3,2,1.0,Devenski,Strahm,,3:49,D,32411,.95,+,2017,229
8,"Monday, Apr 10",HOU,@,SEA,L,0,6,9.0,4-4,2,1.5,Paxton,Morton,,2:56,D,44856,1.10,-,2017,176
9,"Tuesday, Apr 11",HOU,@,SEA,W,7,5,9.0,5-4,2,1.5,Musgrove,Miranda,,3:29,N,18527,1.04,+,2017,209
10,"Wednesday, Apr 12",HOU,@,SEA,W,10,5,9.0,6-4,2,0.5,Peacock,Altavilla,,3:12,N,14479,1.11,++,2017,192
11,"Friday, Apr 14",HOU,@,OAK,W,7,2,9.0,7-4,1,+ 1.0,Keuchel,Madson,,3:07,N,15385,1.23,+++,2017,187
12,"Saturday, Apr 15",HOU,@,OAK,W,10,6,9.0,8-4,1,+ 2.0,Harris,Casilla,,3:55,D,20140,1.30,++++,2017,235
13,"Monday, Apr 17",HOU,vs,LAA,W,3,0,9.0,9-4,1,+ 3.5,Morton,Chavez,Giles,2:36,N,23501,1.34,+++++,2017,156
14,"Tuesday, Apr 18",HOU,vs,LAA,L,2,5,9.0,9-5,1,+ 2.5,Nolasco,Musgrove,Bedrosian,3:05,N,21760,1.34,-,2017,185
